Date,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS
9/26/2014,2067.34,2067.34
9/25/2014,2069.57,2069.57
9/24/2014,2063.88,2063.88
9/23/2014,2066.93,2066.93
9/22/2014,2063.74,2063.74
9/19/2014,2061.05,2061.05
9/18/2014,2057.44,2057.44
9/17/2014,2059.42,2059.42
9/16/2014,2061.41,2061.41
9/15/2014,2060.87,2060.87
9/12/2014,2058.62,2058.62
9/11/2014,2065.34,2065.34
9/10/2014,2064.43,2064.43
9/9/2014,2067.15,2067.15
9/8/2014,2070.06,2070.06
9/5/2014,2070.52,2070.52
9/4/2014,2070.82,2070.82
9/3/2014,2074.32,2074.32
9/2/2014,2073.42,2073.42
8/29/2014,2080.7,2080.7
8/28/2014,2080.85,2080.85
8/27/2014,2077.91,2077.91
8/26/2014,2074.72,2074.72
8/25/2014,2074.67,2074.67
8/22/2014,2073.57,2073.57
8/21/2014,2073.63,2073.63
8/20/2014,2071.82,2071.82
8/19/2014,2074.39,2074.39
8/18/2014,2076.18,2076.18
8/15/2014,2080.13,2080.13
8/14/2014,2075.88,2075.88
8/13/2014,2072.88,2072.88
8/12/2014,2069.63,2069.63
8/11/2014,2071.28,2071.28
8/8/2014,2071.63,2071.63
8/7/2014,2071.72,2071.72
8/6/2014,2067.33,2067.33
8/5/2014,2066.65,2066.65
8/4/2014,2065.91,2065.91
8/1/2014,2064.67,2064.67
7/31/2014,2058.98,2058.98
7/30/2014,2058.8,2058.8
7/29/2014,2066.42,2066.42
7/28/2014,2063.56,2063.56
7/25/2014,2065.42,2065.42
7/24/2014,2061.9,2061.9
7/23/2014,2066.2,2066.2
7/22/2014,2065.92,2065.92
7/21/2014,2064.16,2064.16
7/18/2014,2063.44,2063.44
7/17/2014,2064.63,2064.63
7/16/2014,2059.06,2059.06
7/15/2014,2058.64,2058.64
7/14/2014,2059.39,2059.39
7/11/2014,2061.92,2061.92
7/10/2014,2060.58,2060.58
7/9/2014,2058.89,2058.89
7/8/2014,2056.78,2056.78
7/7/2014,2052.3,2052.3
7/3/2014,2049.69,2049.69
7/2/2014,2052.06,2052.06
7/1/2014,2058.08,2058.08
6/30/2014,2062.34,2062.34
6/27/2014,2060.46,2060.46
6/26/2014,2060.99,2060.99
6/25/2014,2057.46,2057.46
6/24/2014,2054.67,2054.67
6/23/2014,2051.63,2051.63
6/20/2014,2051.28,2051.28
6/19/2014,2051.45,2051.45
6/18/2014,2051.56,2051.56
6/17/2014,2048.54,2048.54
6/16/2014,2053.37,2053.37
6/13/2014,2052.9,2052.9
6/12/2014,2055.05,2055.05
6/11/2014,2050.21,2050.21
6/10/2014,2049.76,2049.76
6/9/2014,2051.88,2051.88
6/6/2014,2053.6,2053.6
6/5/2014,2055.33,2055.33
6/4/2014,2053.41,2053.41
6/3/2014,2054.18,2054.18
6/2/2014,2058.84,2058.84
5/30/2014,2065.28,2065.28
5/29/2014,2066.33,2066.33
5/28/2014,2067.69,2067.69
5/27/2014,2061,2061
5/23/2014,2059.18,2059.18
5/22/2014,2056.91,2056.91
5/21/2014,2058.83,2058.83
5/20/2014,2061.45,2061.45
5/19/2014,2059.11,2059.11
5/16/2014,2060.02,2060.02
5/15/2014,2061.21,2061.21
5/14/2014,2057.99,2057.99
5/13/2014,2051.51,2051.51
5/12/2014,2047.92,2047.92
5/9/2014,2050.43,2050.43
5/8/2014,2052.31,2052.31
5/7/2014,2050.82,2050.82
5/6/2014,2049.89,2049.89
5/5/2014,2048.57,2048.57
5/2/2014,2050.05,2050.05
5/1/2014,2049.66,2049.66
4/30/2014,2046.01,2046.01
4/29/2014,2041.56,2041.56
4/28/2014,2043.5,2043.5
4/25/2014,2043.95,2043.95
4/24/2014,2042.2,2042.2
4/23/2014,2042.1,2042.1
4/22/2014,2038.69,2038.69
4/21/2014,2038.79,2038.79
4/17/2014,2038.66,2038.66
4/16/2014,2045.03,2045.03
4/15/2014,2046.24,2046.24
4/14/2014,2045.8,2045.8
4/11/2014,2047.43,2047.43
4/10/2014,2046.03,2046.03
4/9/2014,2040.29,2040.29
4/8/2014,2039.35,2039.35
4/7/2014,2038.15,2038.15
4/4/2014,2035.07,2035.07
4/3/2014,2029.11,2029.11
4/2/2014,2027.92,2027.92
4/1/2014,2032.42,2032.42
3/31/2014,2034.78,2034.78
3/28/2014,2034.83,2034.83
3/27/2014,2038.06,2038.06
3/26/2014,2036.14,2036.14
3/25/2014,2032.67,2032.67
3/24/2014,2032.04,2032.04
3/21/2014,2031.18,2031.18
3/20/2014,2029.28,2029.28
3/19/2014,2029.64,2029.64
3/18/2014,2038.92,2038.92
3/17/2014,2037.43,2037.43
3/14/2014,2041.23,2041.23
3/13/2014,2040.81,2040.81
3/12/2014,2034.61,2034.61
3/11/2014,2031.43,2031.43
3/10/2014,2029.85,2029.85
3/7/2014,2029.09,2029.09
3/6/2014,2034.15,2034.15
3/5/2014,2037.68,2037.68
3/4/2014,2038.02,2038.02
3/3/2014,2044.9,2044.9
2/28/2014,2040.61,2040.61
2/27/2014,2041.85,2041.85
2/26/2014,2039.05,2039.05
2/25/2014,2036.47,2036.47
2/24/2014,2032.3,2032.3
2/21/2014,2033.52,2033.52
2/20/2014,2031.77,2031.77
2/19/2014,2033.76,2033.76
2/18/2014,2036.33,2036.33
2/14/2014,2032.85,2032.85
2/13/2014,2033.97,2033.97
2/12/2014,2028.99,2028.99
2/11/2014,2032.66,2032.66
2/10/2014,2035.82,2035.82
2/7/2014,2035.94,2035.94
2/6/2014,2033.07,2033.07
2/5/2014,2035.5,2035.5
2/4/2014,2039.13,2039.13
2/3/2014,2042.5,2042.5
1/31/2014,2035.07,2035.07
1/30/2014,2033.02,2033.02
1/29/2014,2034.52,2034.52
1/28/2014,2029.19,2029.19
1/27/2014,2027.31,2027.31
1/24/2014,2029.48,2029.48
1/23/2014,2026.8,2026.8
1/22/2014,2018.62,2018.62
1/21/2014,2022.03,2022.03
1/17/2014,2021.42,2021.42
1/16/2014,2020.15,2020.15
1/15/2014,2017.21,2017.21
1/14/2014,2018.85,2018.85
1/13/2014,2022.88,2022.88
1/10/2014,2019.53,2019.53
1/9/2014,2010.22,2010.22
1/8/2014,2008.16,2008.16
1/7/2014,2013.38,2013.38
1/6/2014,2011.72,2011.72
1/3/2014,2008.75,2008.75
1/2/2014,2009.94,2009.94
12/31/2013,2007.83,2007.83
12/30/2013,2010.22,2010.22
12/27/2013,2007.04,2007.04
12/26/2013,2007.77,2007.77
12/24/2013,2008.51,2008.51
12/23/2013,2013.07,2013.07
12/20/2013,2015.24,2015.24
12/19/2013,2013.07,2013.07
12/18/2013,2016.69,2016.69
12/17/2013,2019.15,2019.15
12/16/2013,2016.29,2016.29
12/13/2013,2016.81,2016.81
12/12/2013,2015.86,2015.86
12/11/2013,2018.72,2018.72
12/10/2013,2022.41,2022.41
12/9/2013,2017.6,2017.6
12/6/2013,2015.9,2015.9
12/5/2013,2017.22,2017.22
12/4/2013,2018.93,2018.93
12/3/2013,2024.1,2024.1
12/2/2013,2021.84,2021.84
11/29/2013,2026.21,2026.21
11/27/2013,2026.29,2026.29
11/26/2013,2028.59,2028.59
11/25/2013,2024.77,2024.77
11/22/2013,2023.85,2023.85
11/21/2013,2021.79,2021.79
11/20/2013,2020.85,2020.85
11/19/2013,2025.23,2025.23
11/18/2013,2028.32,2028.32
11/15/2013,2025.29,2025.29
11/14/2013,2025.84,2025.84
11/13/2013,2021.6,2021.6
11/12/2013,2017.86,2017.86
11/8/2013,2019.65,2019.65
11/7/2013,2029.58,2029.58
11/6/2013,2026.78,2026.78
11/5/2013,2024.85,2024.85
11/4/2013,2029.09,2029.09
11/1/2013,2027.43,2027.43
10/31/2013,2032.86,2032.86
10/30/2013,2033.06,2033.06
10/29/2013,2034.36,2034.36
10/28/2013,2034.18,2034.18
10/25/2013,2034.47,2034.47
10/24/2013,2032.7,2032.7
10/23/2013,2035.22,2035.22
10/22/2013,2033.46,2033.46
10/21/2013,2026.52,2026.52
10/18/2013,2028,2028
10/17/2013,2028.49,2028.49
10/16/2013,2021.9,2021.9
10/15/2013,2017.6,2017.6
10/11/2013,2019.9,2019.9
10/10/2013,2018.82,2018.82
10/9/2013,2020.32,2020.32
10/8/2013,2020.99,2020.99
10/7/2013,2022.03,2022.03
10/4/2013,2020.75,2020.75
10/3/2013,2023.98,2023.98
10/2/2013,2022.7,2022.7
10/1/2013,2020.47,2020.47
9/30/2013,2023.1,2023.1
9/27/2013,2022.68,2022.68
9/26/2013,2020.74,2020.74
9/25/2013,2023.21,2023.21
9/24/2013,2020.54,2020.54
9/23/2013,2015.4,2015.4
9/20/2013,2013.64,2013.64
9/19/2013,2012.01,2012.01
9/18/2013,2015.82,2015.82
9/17/2013,2003.4,2003.4
9/16/2013,2000.93,2000.93
9/13/2013,1998.12,1998.12
9/12/2013,1997.83,1997.83
9/11/2013,1996.89,1996.89
9/10/2013,1993.03,1993.03
9/9/2013,1997.87,1997.87
9/6/2013,1993.18,1993.18
9/5/2013,1989.24,1989.24
9/4/2013,1997.07,1997.07
9/3/2013,2001.43,2001.43
8/30/2013,2009.05,2009.05
8/29/2013,2008.33,2008.33
8/28/2013,2005.29,2005.29
8/27/2013,2010.03,2010.03
8/26/2013,2003.23,2003.23
8/23/2013,2001.13,2001.13
8/22/2013,1995.28,1995.28
8/21/2013,1999.18,1999.18
8/20/2013,2003,2003
8/19/2013,1997.73,1997.73
8/16/2013,2001.46,2001.46
8/15/2013,2006.83,2006.83
8/14/2013,2010.47,2010.47
8/13/2013,2009.86,2009.86
8/12/2013,2018.67,2018.67
8/9/2013,2020.24,2020.24
8/8/2013,2020.16,2020.16
8/7/2013,2018.8,2018.8
8/6/2013,2015.5,2015.5
8/5/2013,2015.57,2015.57
8/2/2013,2018.25,2018.25
8/1/2013,2008.45,2008.45
7/31/2013,2018.86,2018.86
7/30/2013,2017.62,2017.62
7/29/2013,2018.64,2018.64
7/26/2013,2020.65,2020.65
7/25/2013,2015.96,2015.96
7/24/2013,2016.94,2016.94
7/23/2013,2022.47,2022.47
7/22/2013,2024.67,2024.67
7/19/2013,2023.95,2023.95
7/18/2013,2019.8,2019.8
7/17/2013,2023.36,2023.36
7/16/2013,2019.95,2019.95
7/15/2013,2017.85,2017.85
7/12/2013,2013.72,2013.72
7/11/2013,2016.37,2016.37
7/10/2013,2007.66,2007.66
7/9/2013,2010.48,2010.48
7/8/2013,2009.94,2009.94
7/5/2013,2003.6,2003.6
7/3/2013,2020.04,2020.04
7/2/2013,2022.97,2022.97
7/1/2013,2021.42,2021.42
6/28/2013,2021.06,2021.06
6/27/2013,2019.74,2019.74
6/26/2013,2014.81,2014.81
6/25/2013,2010.52,2010.52
6/24/2013,2014.11,2014.11
6/21/2013,2015.82,2015.82
6/20/2013,2023.26,2023.26
6/19/2013,2031.73,2031.73
6/18/2013,2043.36,2043.36
6/17/2013,2043.28,2043.28
6/14/2013,2046.52,2046.52
6/13/2013,2041,2041
6/12/2013,2036.38,2036.38
6/11/2013,2039.52,2039.52
6/10/2013,2037.77,2037.77
6/7/2013,2041.64,2041.64
6/6/2013,2049.67,2049.67
6/5/2013,2047.5,2047.5
6/4/2013,2044.43,2044.43
6/3/2013,2046.04,2046.04
5/31/2013,2043.55,2043.55
5/30/2013,2046.2,2046.2
5/29/2013,2046.61,2046.61
5/28/2013,2045.97,2045.97
5/24/2013,2056.15,2056.15
5/23/2013,2055.13,2055.13
5/22/2013,2054.62,2054.62
5/21/2013,2060.79,2060.79
5/20/2013,2059.01,2059.01
5/17/2013,2059.49,2059.49
5/16/2013,2066.48,2066.48
5/15/2013,2060.02,2060.02
5/14/2013,2059.11,2059.11
5/13/2013,2061.76,2061.76
5/10/2013,2063.13,2063.13
5/9/2013,2070.67,2070.67
5/8/2013,2071.81,2071.81
5/7/2013,2070,2070
5/6/2013,2071.03,2071.03
5/3/2013,2073.08,2073.08
5/2/2013,2083.38,2083.38
5/1/2013,2082.62,2082.62
4/30/2013,2079.05,2079.05
4/29/2013,2079.69,2079.69
4/26/2013,2080.1,2080.1
4/25/2013,2075.93,2075.93
4/24/2013,2077.04,2077.04
4/23/2013,2076.64,2076.64
4/22/2013,2077.03,2077.03
4/19/2013,2076.01,2076.01
4/18/2013,2077.63,2077.63
4/17/2013,2076.34,2076.34
4/16/2013,2074.96,2074.96
4/15/2013,2076.63,2076.63
4/12/2013,2074.37,2074.37
4/11/2013,2068.81,2068.81
4/10/2013,2067.7,2067.7
4/9/2013,2072.74,2072.74
4/8/2013,2074.14,2074.14
4/5/2013,2077.14,2077.14
4/4/2013,2070.9,2070.9
4/3/2013,2065.67,2065.67
4/2/2013,2061.3,2061.3
4/1/2013,2062.85,2062.85
3/29/2013,2060.73,2060.73
3/28/2013,2060.73,2060.73
3/27/2013,2061.95,2061.95
3/26/2013,2058.18,2058.18
3/25/2013,2057.1,2057.1
3/22/2013,2056.8,2056.8
3/21/2013,2055.72,2055.72
3/20/2013,2055.06,2055.06
3/19/2013,2057.49,2057.49
3/18/2013,2053.31,2053.31
3/15/2013,2049.83,2049.83
3/14/2013,2046.83,2046.83
3/13/2013,2048.03,2048.03
3/12/2013,2048.07,2048.07
3/11/2013,2045.22,2045.22
3/8/2013,2045.02,2045.02
3/7/2013,2049.88,2049.88
3/6/2013,2054.33,2054.33
3/5/2013,2058.05,2058.05
3/4/2013,2059.52,2059.52
3/1/2013,2061.03,2061.03
2/28/2013,2058.71,2058.71
2/27/2013,2057.54,2057.54
2/26/2013,2059.13,2059.13
2/25/2013,2057.62,2057.62
2/22/2013,2051.56,2051.56
2/21/2013,2050.78,2050.78
2/20/2013,2047.12,2047.12
2/19/2013,2046.46,2046.46
2/15/2013,2048.09,2048.09
2/14/2013,2049.02,2049.02
2/13/2013,2044.84,2044.84
2/12/2013,2047.82,2047.82
2/11/2013,2051.2,2051.2
2/8/2013,2050.43,2050.43
2/7/2013,2051.07,2051.07
2/6/2013,2049.67,2049.67
2/5/2013,2045.83,2045.83
2/4/2013,2049.32,2049.32
2/1/2013,2045.66,2045.66
1/31/2013,2047.89,2047.89
1/30/2013,2045.89,2045.89
1/29/2013,2047,2047
1/28/2013,2047.63,2047.63
1/25/2013,2049.46,2049.46
1/24/2013,2058.6,2058.6
1/23/2013,2059.29,2059.29
1/22/2013,2059.43,2059.43
1/18/2013,2057.76,2057.76
1/17/2013,2055.04,2055.04
1/16/2013,2059.64,2059.64
1/15/2013,2059.45,2059.45
1/14/2013,2057.04,2057.04
1/11/2013,2055.65,2055.65
1/10/2013,2053.91,2053.91
1/9/2013,2056.96,2056.96
1/8/2013,2054.68,2054.68
1/7/2013,2051.85,2051.85
1/4/2013,2050.59,2050.59
1/3/2013,2051.67,2051.67
1/2/2013,2056.83,2056.83
12/31/2012,2064.56,2064.56
12/28/2012,2067.3,2067.3
12/27/2012,2066.88,2066.88
12/26/2012,2062.36,2062.36
12/24/2012,2061.32,2061.32
12/21/2012,2062.8,2062.8
12/20/2012,2058.61,2058.61
12/19/2012,2058.73,2058.73
12/18/2012,2056.02,2056.02
12/17/2012,2062.33,2062.33
12/14/2012,2067.04,2067.04
12/13/2012,2065.16,2065.16
12/12/2012,2067.29,2067.29
12/11/2012,2071.23,2071.23
12/10/2012,2073.85,2073.85
12/7/2012,2072.68,2072.68
12/6/2012,2076.53,2076.53
12/5/2012,2075.5,2075.5
12/4/2012,2074.34,2074.34
12/3/2012,2072.37,2072.37
11/30/2012,2073.58,2073.58
11/29/2012,2072.65,2072.65
11/28/2012,2073.1,2073.1
11/27/2012,2070.88,2070.88
11/26/2012,2069.41,2069.41
11/23/2012,2066.32,2066.32
11/21/2012,2066.92,2066.92
11/20/2012,2069.45,2069.45
11/19/2012,2073.34,2073.34
11/16/2012,2076.45,2076.45
11/15/2012,2075.61,2075.61
11/14/2012,2075.41,2075.41
11/13/2012,2075.58,2075.58
11/9/2012,2072.77,2072.77
11/8/2012,2071.63,2071.63
11/7/2012,2067.79,2067.79
11/6/2012,2058.04,2058.04
11/5/2012,2063.04,2063.04
11/2/2012,2058.64,2058.64
11/1/2012,2059.79,2059.79
10/31/2012,2062.85,2062.85
10/29/2012,2059.5,2059.5
10/26/2012,2056.49,2056.49
10/25/2012,2050.09,2050.09
10/24/2012,2055.5,2055.5
10/23/2012,2055.94,2055.94
10/22/2012,2052.87,2052.87
10/19/2012,2054.78,2054.78
10/18/2012,2049.87,2049.87
10/17/2012,2051.15,2051.15
10/16/2012,2059.33,2059.33
10/15/2012,2064.71,2064.71
10/12/2012,2064.72,2064.72
10/11/2012,2063.66,2063.66
10/10/2012,2061.7,2061.7
10/9/2012,2059.27,2059.27
10/5/2012,2057.07,2057.07
10/4/2012,2063.9,2063.9
10/3/2012,2067.99,2067.99
10/2/2012,2068.42,2068.42
10/1/2012,2067.43,2067.43
9/28/2012,2066.35,2066.35
9/27/2012,2065.76,2065.76
9/26/2012,2067.87,2067.87
9/25/2012,2062.12,2062.12
9/24/2012,2059.06,2059.06
9/21/2012,2055.31,2055.31
9/20/2012,2054.15,2054.15
9/19/2012,2053.34,2053.34
9/18/2012,2050.96,2050.96
9/17/2012,2048.85,2048.85
9/14/2012,2045.76,2045.76
9/13/2012,2055.8,2055.8
9/12/2012,2055.26,2055.26
9/11/2012,2061,2061
9/10/2012,2061.48,2061.48
9/7/2012,2062.95,2062.95
9/6/2012,2062.37,2062.37
9/5/2012,2070.49,2070.49
9/4/2012,2071.53,2071.53
8/31/2012,2072.69,2072.69
8/30/2012,2066.78,2066.78
8/29/2012,2063.11,2063.11
8/28/2012,2064.75,2064.75
8/27/2012,2063.47,2063.47
8/24/2012,2060.28,2060.28
8/23/2012,2061.73,2061.73
8/22/2012,2057.56,2057.56
8/21/2012,2049.09,2049.09
8/20/2012,2048.08,2048.08
8/17/2012,2047.15,2047.15
8/16/2012,2045.3,2045.3
8/15/2012,2048.52,2048.52
8/14/2012,2055.68,2055.68
8/13/2012,2062.66,2062.66
8/10/2012,2062.83,2062.83
8/9/2012,2059.52,2059.52
8/8/2012,2060.11,2060.11
8/7/2012,2062.14,2062.14
8/6/2012,2069.22,2069.22
8/3/2012,2066.75,2066.75
8/2/2012,2076.53,2076.53
8/1/2012,2070.73,2070.73
7/31/2012,2075.36,2075.36
7/30/2012,2074.12,2074.12
7/27/2012,2067.88,2067.88
7/26/2012,2080.87,2080.87
7/25/2012,2083.02,2083.02
7/24/2012,2083.16,2083.16
7/23/2012,2079.99,2079.99
7/20/2012,2077.05,2077.05
7/19/2012,2071.55,2071.55
7/18/2012,2074.48,2074.48
7/17/2012,2072.13,2072.13
7/16/2012,2075.96,2075.96
7/13/2012,2071.58,2071.58
7/12/2012,2073.04,2073.04
7/11/2012,2071.18,2071.18
7/10/2012,2071.11,2071.11
7/9/2012,2069.51,2069.51
7/6/2012,2065.85,2065.85
7/5/2012,2060.84,2060.84
7/3/2012,2057.9,2057.9
7/2/2012,2062.85,2062.85
6/29/2012,2054.68,2054.68
6/28/2012,2062.44,2062.44
6/27/2012,2058.7,2058.7
6/26/2012,2057.95,2057.95
6/25/2012,2059.76,2059.76
6/22/2012,2053.02,2053.02
6/21/2012,2058.45,2058.45
6/20/2012,2055.47,2055.47
6/19/2012,2057.2,2057.2
6/18/2012,2060.88,2060.88
6/15/2012,2060.21,2060.21
6/14/2012,2057.44,2057.44
6/13/2012,2058.2,2058.2
6/12/2012,2052.68,2052.68
6/11/2012,2058.55,2058.55
6/8/2012,2054.62,2054.62
6/7/2012,2054.5,2054.5
6/6/2012,2055.78,2055.78
6/5/2012,2064.41,2064.41
6/4/2012,2067.44,2067.44
6/1/2012,2072.35,2072.35
5/31/2012,2061.85,2061.85
5/30/2012,2057.94,2057.94
5/29/2012,2047.08,2047.08
5/25/2012,2046.11,2046.11
5/24/2012,2045.41,2045.41
5/23/2012,2049.58,2049.58
5/22/2012,2042.15,2042.15
5/21/2012,2048.58,2048.58
5/18/2012,2049.55,2049.55
5/17/2012,2049.32,2049.32
5/16/2012,2043.33,2043.33
5/15/2012,2042.11,2042.11
5/14/2012,2041.64,2041.64
5/11/2012,2036.62,2036.62
5/10/2012,2032.99,2032.99
5/9/2012,2034.23,2034.23
5/8/2012,2034.71,2034.71
5/7/2012,2031.28,2031.28
5/4/2012,2030.63,2030.63
5/3/2012,2026.63,2026.63
5/2/2012,2026.44,2026.44
5/1/2012,2022.96,2022.96
4/30/2012,2027.1,2027.1
4/27/2012,2025.63,2025.63
4/26/2012,2023.82,2023.82
4/25/2012,2021.76,2021.76
4/24/2012,2023.71,2023.71
4/23/2012,2026.34,2026.34
4/20/2012,2022.08,2022.08
4/19/2012,2023.69,2023.69
4/18/2012,2021.67,2021.67
4/17/2012,2019.16,2019.16
4/16/2012,2022.46,2022.46
4/13/2012,2019.57,2019.57
4/12/2012,2014.6,2014.6
4/11/2012,2016.43,2016.43
4/10/2012,2020.1,2020.1
4/9/2012,2015.1,2015.1
4/6/2012,2012.98,2012.98
4/5/2012,2001.73,2001.73
4/4/2012,1996.22,1996.22
4/3/2012,1991.99,1991.99
4/2/2012,1999.91,1999.91
3/30/2012,1998.04,1998.04
3/29/2012,2003.54,2003.54
3/28/2012,2000.18,2000.18
3/27/2012,2000.6,2000.6
3/26/2012,1995.71,1995.71
3/23/2012,1995.88,1995.88
3/22/2012,1991.87,1991.87
3/21/2012,1989.83,1989.83
3/20/2012,1982.59,1982.59
3/19/2012,1982.34,1982.34
3/16/2012,1989.12,1989.12
3/15/2012,1990.3,1990.3
3/14/2012,1989.6,1989.6
3/13/2012,2005.25,2005.25
3/12/2012,2012.6,2012.6
3/9/2012,2011.69,2011.69
3/8/2012,2013.99,2013.99
3/7/2012,2018.32,2018.32
3/6/2012,2021.59,2021.59
3/5/2012,2015.59,2015.59
3/2/2012,2018.02,2018.02
3/1/2012,2013.04,2013.04
2/29/2012,2018.29,2018.29
2/28/2012,2021.89,2021.89
2/27/2012,2022.65,2022.65
2/24/2012,2016.76,2016.76
2/23/2012,2016.21,2016.21
2/22/2012,2014.54,2014.54
2/21/2012,2010.13,2010.13
2/17/2012,2013.19,2013.19
2/16/2012,2014.46,2014.46
2/15/2012,2020.85,2020.85
2/14/2012,2021.73,2021.73
2/13/2012,2016.01,2016.01
2/10/2012,2018.25,2018.25
2/9/2012,2011.53,2011.53
2/8/2012,2015.99,2015.99
2/7/2012,2016.61,2016.61
2/6/2012,2022.41,2022.41
2/3/2012,2017.05,2017.05
2/2/2012,2028.71,2028.71
2/1/2012,2027.56,2027.56
1/31/2012,2032.77,2032.77
1/30/2012,2028.87,2028.87
1/27/2012,2022.78,2022.78
1/26/2012,2020.18,2020.18
1/25/2012,2013.54,2013.54
1/24/2012,2008.15,2008.15
1/23/2012,2008.12,2008.12
1/20/2012,2011.36,2011.36
1/19/2012,2016.88,2016.88
1/18/2012,2023.96,2023.96
1/17/2012,2028.95,2028.95
1/13/2012,2027.52,2027.52
1/12/2012,2020.31,2020.31
1/11/2012,2022.62,2022.62
1/10/2012,2016.38,2016.38
1/9/2012,2016.94,2016.94
1/6/2012,2016.34,2016.34
1/5/2012,2013.02,2013.02
1/4/2012,2012.86,2012.86
1/3/2012,2015.93,2015.93
12/30/2011,2024.21,2024.21
12/29/2011,2021.43,2021.43
12/28/2011,2020.96,2020.96
12/27/2011,2009.75,2009.75
12/23/2011,2006.91,2006.91
12/22/2011,2015.78,2015.78
12/21/2011,2014.74,2014.74
12/20/2011,2020.17,2020.17
12/19/2011,2030.53,2030.53
12/16/2011,2026.72,2026.72
12/15/2011,2020.42,2020.42
12/14/2011,2021.86,2021.86
12/13/2011,2016,2016
12/12/2011,2012.11,2012.11
12/9/2011,2007.03,2007.03
12/8/2011,2015.31,2015.31
12/7/2011,2010.47,2010.47
12/6/2011,2003.13,2003.13
12/5/2011,2007.34,2007.34
12/2/2011,2007.94,2007.94
12/1/2011,2000.26,2000.26
11/30/2011,2004.84,2004.84
11/29/2011,2012.31,2012.31
11/28/2011,2015.75,2015.75
11/25/2011,2014.07,2014.07
11/23/2011,2022.54,2022.54
11/22/2011,2015.94,2015.94
11/21/2011,2012.89,2012.89
11/18/2011,2008.06,2008.06
11/17/2011,2012.88,2012.88
11/16/2011,2006.9,2006.9
11/15/2011,2003.78,2003.78
11/14/2011,2005.21,2005.21
11/10/2011,2002.16,2002.16
11/9/2011,2009.99,2009.99
11/8/2011,2000,2000
11/7/2011,2007.17,2007.17
11/4/2011,2002.29,2002.29
11/3/2011,2000.11,2000.11
11/2/2011,2005.72,2005.72
11/1/2011,2006.73,2006.73
10/31/2011,1989.99,1989.99
10/28/2011,1976.35,1976.35
10/27/2011,1967.35,1967.35
10/26/2011,1985.26,1985.26
10/25/2011,1992.63,1992.63
10/24/2011,1981.12,1981.12
10/21/2011,1983.57,1983.57
10/20/2011,1986.44,1986.44
10/19/2011,1988.81,1988.81
10/18/2011,1989.56,1989.56
10/17/2011,1989.26,1989.26
10/14/2011,1982.03,1982.03
10/13/2011,1987.02,1987.02
10/12/2011,1980.14,1980.14
10/11/2011,1986.64,1986.64
10/7/2011,1994.7,1994.7
10/6/2011,2002.47,2002.47
10/5/2011,2009.34,2009.34
10/4/2011,2020.44,2020.44
10/3/2011,2021.06,2021.06
9/30/2011,2006.35,2006.35
9/29/2011,2002.34,2002.34
9/28/2011,1996.79,1996.79
9/27/2011,1994.89,1994.89
9/26/2011,2005.08,2005.08
9/23/2011,2015.3,2015.3
9/22/2011,2024.84,2024.84
9/21/2011,2007.5,2007.5
9/20/2011,1998.82,1998.82
9/19/2011,2000.13,2000.13
9/16/2011,1986.86,1986.86
9/15/2011,1985.49,1985.49
9/14/2011,1990.96,1990.96
9/13/2011,1990.96,1990.96
9/12/2011,1997,1997
9/9/2011,1998.54,1998.54
9/8/2011,1992.14,1992.14
9/7/2011,1987.78,1987.78
9/6/2011,1994.06,1994.06
9/2/2011,1991.62,1991.62
9/1/2011,1978.83,1978.83
8/31/2011,1971.91,1971.91
8/30/2011,1977.03,1977.03
8/29/2011,1968.02,1968.02
8/26/2011,1974.71,1974.71
8/25/2011,1970.51,1970.51
8/24/2011,1966.21,1966.21
8/23/2011,1977.07,1977.07
8/22/2011,1982.04,1982.04
8/19/2011,1983.28,1983.28
8/18/2011,1981.36,1981.36
8/17/2011,1973.84,1973.84
8/16/2011,1968.84,1968.84
8/15/2011,1961.6,1961.6
8/12/2011,1965.21,1965.21
8/11/2011,1956.79,1956.79
8/10/2011,1972.21,1972.21
8/9/2011,1969.41,1969.41
8/8/2011,1956.21,1956.21
8/5/2011,1939.47,1939.47
8/4/2011,1949.77,1949.77
8/3/2011,1936.81,1936.81
8/2/2011,1935.06,1935.06
8/1/2011,1923.89,1923.89
7/29/2011,1918.62,1918.62
7/28/2011,1905.43,1905.43
7/27/2011,1902.53,1902.53
7/26/2011,1905.01,1905.01
7/25/2011,1900.21,1900.21
7/22/2011,1903.62,1903.62
7/21/2011,1899.57,1899.57
7/20/2011,1905.38,1905.38
7/19/2011,1909.63,1909.63
7/18/2011,1906.56,1906.56
7/15/2011,1906.98,1906.98
7/14/2011,1904.46,1904.46
7/13/2011,1909.46,1909.46
7/12/2011,1907.66,1907.66
7/11/2011,1906.85,1906.85
7/8/2011,1898.38,1898.38
7/7/2011,1885.72,1885.72
7/6/2011,1890.98,1890.98
7/5/2011,1887.13,1887.13
7/1/2011,1880.78,1880.78
6/30/2011,1884.28,1884.28
6/29/2011,1887.74,1887.74
6/28/2011,1891.73,1891.73
6/27/2011,1902.21,1902.21
6/24/2011,1908.8,1908.8
6/23/2011,1906.49,1906.49
6/22/2011,1899.34,1899.34
6/21/2011,1899.12,1899.12
6/20/2011,1900.51,1900.51
6/17/2011,1901.09,1901.09
6/16/2011,1904.18,1904.18
